member_path,official_sku,sha256,duplicate_group,split
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C002_paper cup/C002_PAPER CUP_C002_22.HEIC,C002,6f21790ba2cc8a1247ea617842bbe1ab7d90553834e702942ad74c17d51a942c,unique-1967,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_6127.HEIC,E004,f9a75ed330554c4b6e9b3f71920a724b46da922dac9e1d7e9329add91440354f,unique-1968,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_24.JPG,C016,19c81095ea9fb29861fc3ffb74ae78a2c8429171c9251a1f9574a3bd2056fc65,unique-1969,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E014_Lilypad Coin Cell Battery Holder/WhatsApp Image 2026-08-11 at 6.03.20 PM (1).jpeg,E014,c273618983b658ea9d7bc5de518a5ec8b1026220020fcda70bd992f0d591feb0,unique-1970,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2281.jpeg,E005,a4c7d0af6719eaa29e72fc4a402ac8345ac46a88e6b15af78ecb810181d7b870,dup-0106,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C018_glue gun stick/C018_GLUE GUN STICK_C018_24.JPG,C019,297a308222d564d3d4a189d9f7d8602cd6368e76bf65eab03412a8883d59e302,unique-1972,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2281.JPG,E005,a4c7d0af6719eaa29e72fc4a402ac8345ac46a88e6b15af78ecb810181d7b870,dup-0106,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_19.JPG,C016,d7e939bdf8b7a811d7176d7d3472c2a488143909b80c6d17c7fed55c4e19a5d5,unique-1974,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/WhatsApp Image 2026-08-11 at 6.07.13 PM (3).jpeg,E004,b2f50965e39c3d4b7c7af3cd0e22b3077f91debe4d704ad60718b623837db731,unique-1975,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E014_Lilypad Coin Cell Battery Holder/WhatsApp Image 2026-08-11 at 6.03.17 PM (2).jpeg,E014,586647d0589e2ab7093e7709be122d3b2ae06eb7a259e7945c4a986e8a5be542,unique-1976,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_21.JPG,C016,16bb41fb25e002c8cfa6da216b5ac70da3c7e253e9b723f720d15628767925ac,unique-1977,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_6047.HEIC,E005,5340f978b4ad1ca8b7da20f71c114345a2afa6f8d22a108ec2e4af58ec5e2fc7,unique-1978,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_2348.jpeg,E004,4c73a7a2fd43371a560836f9d8de4c3a6bcd2b1be1629c13fa539805599493d6,dup-0107,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_05.JPG,C016,cfa8d5cd1853a3f5fbc3322a7ec37b504b981f1e261d90d98c0c166ec4f4e81a,unique-1980,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E014_Lilypad Coin Cell Battery Holder/IMG_2277.jpeg,E014,b3301e71937acc198d8892f4763f13c48aef378a96397578e0e9e2025c249cc2,dup-0108,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_15.JPG,C016,2873956a80e2d0677b88ff3a3361c8004744776bd2f63e9876d6cc57b7b59975,unique-1982,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_16.JPG,C016,1428860a206f24524a82b5b7270a1ada9e30ee867cf66e2f0fbb42ad1bc313e9,unique-1983,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_23.JPG,C016,c585aee469c5037b4eddbda0abe94d706b33a1edb9b3bae5247ae49158c505f6,unique-1984,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_6044.HEIC,E005,f7c6fe11975e72f20438ab0597cf94476c2e5a8d8dc654a2b83cbe1d6b5c0a56,unique-1985,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E014_Lilypad Coin Cell Battery Holder/IMG_2277.JPG,E014,b3301e71937acc198d8892f4763f13c48aef378a96397578e0e9e2025c249cc2,dup-0108,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_07.JPG,C016,e36d635a903e2864df86692f50e626e3eb2593132650def97f1dc524ff93b48d,unique-1987,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_24.JPG,C014,fb7fcf869b72358b45027771e53048fb81af70331e51f3d225541c0eced95523,unique-1988,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_6043.HEIC,E005,35640d914b25d22ebb57c9ed6fc03a51868c3fccfa67811999d7445efb90d1ac,unique-1989,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_22.JPG,C016,2c822d8153a7b154e37d3d6908879cca34176b43a2c8fff5c53a71e5b7750218,unique-1990,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_2349.jpeg,E004,8c5d5b0789337ed4020f11bc0cbcd98ca9df889191e2942167416ecf2a77c135,dup-0109,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_08.JPG,C016,5d27382f53e21f5ea6d5238de42637772a649ff36c5a42bf08d575219342ca59,unique-1992,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_12.JPG,C016,b0b0ffb24356b17d4069a376b07f93b6b9a3917f5fb2eb83616a1e2c4fd6363b,unique-1993,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_6042.HEIC,E005,612e067967e7e5dec023d7a15d6796ac2615f1aa9b5d450e15bbad7754836c21,unique-1994,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_2348.JPG,E004,4c73a7a2fd43371a560836f9d8de4c3a6bcd2b1be1629c13fa539805599493d6,dup-0107,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_04.JPG,C016,12b726be3cdda471fac21739cc2807563b8f23266f302efd5042cef6e44850f6,unique-1996,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_11.JPG,C016,008844c2436aa2e4d928a643c8b7165cf850df665c144f3fc13e4efba388047e,unique-1997,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_16.JPG,C014,db94df43c87c8d752ce5b1d97b4ac7edc110140ed44f696d7b7ccb6d3137e44a,unique-1998,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_2349.JPG,E004,8c5d5b0789337ed4020f11bc0cbcd98ca9df889191e2942167416ecf2a77c135,dup-0109,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2231.JPG,E005,4d37b5305015078a593c0ea67da1c5b57394822eee8061120fdfce7130afc4b5,unique-2000,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_20.JPG,C016,e187bd38d188f76908358bc114264ba7b984f04b738faf08be0e97ff6e2349c8,unique-2001,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_19.JPG,C014,02f34ac216ed02e1670bc88e72f5787c707299689b7a48fc36cec7fc4172d4be,unique-2002,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_14.JPG,C016,6e2439dfc8a2f54f9a190288d515c51fe0e2af89a668b9a0edf7ec4c0b54acaf,unique-2003,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_15.JPG,C014,54c47944254a0a6a101db58be062d041b0366a6d9daba5d8f84ad6eafb147a64,unique-2004,validation
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2278.JPG,E005,f6a3551ae49d6e03bb0aba03b9b761f549cb0657891759dae0ddcf395f95524a,dup-0110,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2278.jpeg,E005,f6a3551ae49d6e03bb0aba03b9b761f549cb0657891759dae0ddcf395f95524a,dup-0110,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_25.JPG,C014,fea4bd901591f73e43553896c0dc6cc2c622bc3084d9cbce8b09827a8ec4a775,unique-2007,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_03.JPG,C014,80a1286548fd209e9ca1f017d68852d94f59366202de272d281c6c455c4dbb9b,unique-2008,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_10.JPG,C016,fdf8fcc7000d0a56fa917fa37e2963e57ea4029beb9165f1656d59c14009c722,unique-2009,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_6130.HEIC,E004,b37744c30cb9627ca6ef0742ba86064216a10b11f59293cde2174c3909d186fa,unique-2010,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_31.HEIC,C009,0cfc51b0946cf9e7a4b0163f4d80cc051c62f353dd64d90d285b1bc699cf4ac0,unique-2011,test
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_6128.HEIC,E004,8b7a82a184925a0100657530412db4fee38ea8dcace2dcc88aae0652bc79a3e5,unique-2012,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C018_glue gun stick/C018_GLUE GUN STICK_C018_08.JPG,C019,9f5d03573bf2e3580ceaaf6e0eb0e92cb18e5f82c39e02bba7969dc5d572b402,unique-2013,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_08.JPG,C014,05c592999c1c018148d2c2281e4de2d655faeb421e7487de814d201ff4bfa7cb,unique-2014,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_18.JPG,C014,4e1f5d5fac970a90fc61a315dba9fdc49f95c16f45efe50dd1e738f1ac02cbbe,unique-2015,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_29.HEIC,C009,505d6c15f2aa17fbbabd69883d47fa2b322b18c58825d11e2cdccfe09205a0fc,unique-2016,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_02.JPG,C016,2155f391dee8a47f34c5161e8fca0e8120f586c6ade1bc9b6ecb19deca797c1d,unique-2017,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C002_paper cup/C002_PAPER CUP_C002_16.HEIC,C002,2283aeaf99571f14ba217a3987d19ee4323851e1352840329b28bf21509d59dc,unique-2018,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_26.JPG,C014,a079e35e732aaac4beaf59ca496d79dea3f161397173c481d10bd07f6fed3bf3,unique-2019,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_01.JPG,C014,8f6eb7e814b31ade42e49d792f6c96099e325bf6fbdf4414f4e7733af45b4d1d,unique-2020,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_15.HEIC,C009,fe01dcd4f25fe0b0f1ac1b0365b6ebabc9714c4438e62b51c495f1dc797405e9,unique-2021,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_09.JPG,C016,3e8323fded6cb9de97eb35be186df0dbb64a3338adb5c76a20b5eafbf2518603,unique-2022,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C011_glue stick /C011_GLUE STICK_C011_01.JPG,C011,187a86480bd32f9dafda3b89096a26e8b1d20f35f4278b3337118c225bd20669,unique-2023,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_22.HEIC,C009,114386fe04534f7042fc483102f2d56eaf818183b9f47ed1c71fdb3611beae1f,unique-2024,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_28.JPG,C014,b8f4b17468452b19d96e9335907d9b303570149f14453b35832800c8c59f97c0,unique-2025,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_28.HEIC,C009,4f9c9eeb32b4ba30c9eb5dfc95dbbf471531067e3c50d15fcf296bb1c94eab66,unique-2026,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_22.JPG,C014,30277e273218fde6739e853a054ef5b4a41ed18f88fc4a773c1c7a7fe2abfbf6,unique-2027,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_02.JPG,C014,fd2513053a9749dde8c5a489ec63d4b6950397866366c61d48d612c4f5d6fcad,unique-2028,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_25.JPG,C016,9840a5ce07c086108f8593697afd09010354e3b2056970bca71cb7f237df6012,unique-2029,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_06.JPG,C016,82ace1b0e08b99b9e7d6f0429aa24334bc30688fb400d6cbc429b608b53a0d75,unique-2030,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_27.JPG,C016,00f64c8d88338ff91c47dfa50d511ccec1999ff0ea32174efb12c617707aabde,unique-2031,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_21.JPG,C014,f52168cbbd68e0302b422228dbdd80eaf5e9b326b37396d588f148cb1e4d46f7,unique-2032,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C002_paper cup/C002_PAPER CUP_C002_03.HEIC,C002,4475e2a92ca67ddec81d5d850fd6d4d2373c5d20fc4c89a7cdce9d601a381b4e,unique-2033,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_30.HEIC,C009,37051546379d61aa832340dda24c1c21b446476e5a8c1d0d372ff0df12083879,unique-2034,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_27.JPG,C014,922d30368f09527ce63b072e533dcca54d1e1c959bfd66c007b2deece99a01c4,unique-2035,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_20.HEIC,C009,e69ec5ef7c9d7778e8b6684de3594de29b3db5419c3a5518c965de5d560e33b3,unique-2036,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_01.JPG,C016,9bf330074c05689f86276528dc0d5cb78a890813c9b688f52b21575474148e19,unique-2037,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_06.JPG,C014,bfcb85181e7038b24cc332ae4fadca2c2530ff281f9dd63e97eae3114128e8ef,unique-2038,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_23.JPG,C014,2dbd269d8297eab231f62fd2da34d4f5c05bd724b1637f5b790bd4cf65f103f6,unique-2039,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C002_paper cup/C002_PAPER CUP_C002_13.HEIC,C002,eaa9f5e1e902b45a7396b858892c1f449e178429413c61ebba47baa6b49599c2,unique-2040,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_13.JPG,C016,bbec36e48be0ff025e73421d38b37fc2edb745e1bf655d7cbacb64ef96acd38e,unique-2041,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_14.JPG,C014,9b605f3e1fbdaf19e80745035548e68bf4bfa3453077d6d305ccee61facf15e3,unique-2042,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C002_paper cup/C002_PAPER CUP_C002_01.HEIC,C002,48a175a816abcd0e065f24d41da00522d90f47021de2ae89e4f30b36ae003ea8,unique-2043,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_6131.HEIC,E004,63c43a078b454ac65581cd3b73eb11a7aad2a168f40574b9c9ecd3286351448f,unique-2044,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_18.JPG,C016,6c97f584eac274eeae89831894547fcdca31e09d276fabd9dd4259ec33549b24,unique-2045,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_09.JPG,C014,399ca2025d223ac2c3ac022317f6cc7bd19fb41f4ecc47514217b1fb7ab6e27d,unique-2046,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_13.JPG,C014,1f762debe6d8840eba62a9610a0a5cfe92573fea485c65780538888b901bb734,unique-2047,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_6126.HEIC,E004,a85250c471fe615b8e02d3dbb9fa1be499c8c07c17f864dc81a168dd5eb0a92b,unique-2048,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_23.HEIC,C009,fe20092e83d6b929958c8280c71060b6d2f5b48ff1bc8d434a535ab63100380d,unique-2049,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_09.HEIC,C009,998b38b58134a3ecddd00d5f7cdec96af5c8890936011d3edab4962741b48ef1,unique-2050,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E004_Breadboard/IMG_2351.JPG,E004,eab4ee691df3d00a6c36b52a3d7999efe28483b1c17470b672c560977d5b025d,unique-2051,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C016_balloons/C016_BALLOONS_C016_03.JPG,C016,b05432f91c431962417a71a68f57bc529b2d2a56a0439f6246462a1d6c6c996c,unique-2052,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_13.HEIC,C009,5bbde1a60ab7d9cbd817d64a6ac3d0c2981a9c08f87142457c2b0ecc22063696,unique-2053,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_29.JPG,C014,06d9e3d3f79c72a0117ca32a56b408fe31ed7dee2aa8b8093e381d3276e3a1a2,unique-2054,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_26.HEIC,C009,9b6d101b0e979730423ff3fe22e52fd99ba6e4f8ad29160abe8257df27e3eac6,unique-2055,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_11.JPG,C014,7e931166f16de00d1ffdaa6ee7986e31289426f4edf19b1c4af9f833294b703f,unique-2056,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_32.HEIC,C009,c86af9607060e78897a242c9c6bef2c54d03a37e41cda2675df0e02bfec34d7d,unique-2057,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_43.JPG,C012,44400904a0a21cd028c67b75a34e702fec7b074609604c7a33949881c44ce233,unique-2058,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_30.JPG,C014,a311cc4eeefb67198c1d2ae1d0946595aae7df84fc65f3ea08fe37780cc88dae,unique-2059,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_16.HEIC,C009,ee83c20130d1eb40cd574a5afe5feb305561a53cdc4b42b4c364cb599e8e40ca,unique-2060,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_38.JPG,C012,f03ce1541272e9e144d5f86d5cf2398e6ab259ad406f85332ecd521d2797d664,unique-2061,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_37.JPG,C012,fe22f2bf80befea7d94bb302285c0e18673e84f333b4c5f88338623af4fbf191,unique-2062,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2280.jpeg,E005,aae2a8d70c294b18e401bfc19ab8281c092a066658eaa28b141dce90e5b4da53,dup-0111,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_33.HEIC,C009,291759a444783513be6bdbc9a596e3da4fb3db39e736e621f805c52e50c9bb1f,unique-2064,test
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_22.JPG,C012,3d2f32a5d0c1303825cb98bc277669a41be8118cb75e3b34307156e15b5b6035,unique-2065,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_03.HEIC,C009,3bbca57ecb836a801e04c67926853dea35327daf523df9c73005409c56777449,unique-2066,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_42.JPG,C012,e75b46897571137f7c9ed04f96df7c359289503c9a1e7781920f16f689fd328f,unique-2067,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_18.HEIC,C009,b62c917840e0fb0905fcd44c94a249f18274b2b5e1289bc1dd6493ed85faae0b,unique-2068,validation
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_21.JPG,C012,e8835ea3c9944df443bb0760130de088affdc3dd565836b08d470c9259ab4d1a,unique-2069,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_2280.JPG,E005,aae2a8d70c294b18e401bfc19ab8281c092a066658eaa28b141dce90e5b4da53,dup-0111,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E005_Gas Sensor MQ6/IMG_6046.HEIC,E005,8fc7546139a6aa46ce2f2d09e491e1ef483f07a4d9db4095a856dd1f03e1967f,unique-2071,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_44.JPG,C012,40daf83ae4af4cb9371a674289a3bfb9cac4831629c0461a117814abe8343376,unique-2072,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_34.JPG,C012,c42eae4fda950f84ad7ed314d676596a09ca6cf198404fe1ddea3289b9e52c93,unique-2073,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_25.HEIC,C009,01dd4526385148614fd7e3dae81fef9317ad77a8bf8093c62033f0eee2381066,unique-2074,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_17.HEIC,C009,a5e9fc6cb1c61ddf14043c27128204fd4c524a12121247125639d3982964a022,unique-2075,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C012_pipe cleaner/C012_PIPE CLEANER_C012_15.JPG,C012,e67a8a90fa8244c0a54aa937aaa9128caef3952c19ff7cc0736e70ae5b80e5d2,unique-2076,train
FOR AIIC SUBMISSION/Inventory_Photos/Electronics_Robotics/E014_Lilypad Coin Cell Battery Holder/IMG_2275.jpeg,E014,9501af6b08135e45e066a2e57af2a2c46ad16499f8316c330285ecf6ecbf09d8,dup-0105,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C014_A4 colored paper/C014_A4 COLORED PAPER_C014_07.JPG,C014,74d578d6d6ab9a6758d8f21e14bdf6c9b76583fda1eeca0fa09123c9e597f1f3,unique-2078,train
FOR AIIC SUBMISSION/Inventory_Photos/Craft_Materials_STEM_Kits/C009_popsicle stick/C009_POPSICLE STICK_C009_27.HEIC,C009,3b19c5d7030f031c350bdb192852d9b21fdef219ab46b285e54e30774bc80583,unique-2079,train
